,index,MARS,known_types,Obp19d,Obp56d,Obp83a,seq_batch,seq_depth,HDBSCAN_attempt,Or85c,5-HT1A,5-HT2B,Type,annotated
0,ORNnuclei_adult_nSybUNC84GFP_P6_F16,4,NaN,7.4224157,0.0,4.3182507,Plate #6 (unc84::GFP),52773,1,0.0,0.0,8.495985,Or_VA1v,VA1v
1,ORN_10day_nuclei_P3_G9,5,DA1,10.899768,0.0,5.3975964,Plate #3 (lam::GFP),364485,4,0.0,0.0,0.0,Or_DA1,DA1
2,ORNnuclei_adult_nSybUNC84GFP_P7_N8,12,"DL2v/d, DP1l, DC4/DP1m",11.357607,9.052258,0.0,Plate #7 (unc84::GFP),303839,1,0.0,0.0,9.680383,Ir_DL2d/v_DP1l_VC3,DL2d/v_DP1l_VC3l
3,ORNnuclei_adult_nSybUNC84GFP_P3_K16,10,DC2,9.322147,0.0,12.638523,Plate #3 (unc84::GFP),64153,19,0.0,0.0,13.076249,Or_D,D
4,ORNnuclei_adult_nSybUNC84GFP_P10_J2,14,DM1/VA2,8.837638,6.8676467,0.0,Plate #10 (unc84::GFP),302298,7,0.0,0.0,0.0,Or_DM1,DM1
5,ORNnuclei_adult_nSybUNC84GFP_P7_B3,7,DC1,14.431082,10.5106945,0.0,Plate #7 (unc84::GFP),50071,15,0.0,0.0,5.3555546,Or_DC1,DC1
6,ORNnuclei_adult_nSybUNC84GFP_P7_O24,24,DL5,8.398637,0.0,2.1484191,Plate #7 (unc84::GFP),291255,19,0.0,0.0,4.183255,Or_MARS24,unannotated
7,ORNnuclei_adult_nSybUNC84GFP_P7_L17,5,DA1,8.50083,0.0,11.206862,Plate #7 (unc84::GFP),204846,4,0.0,0.0,11.757447,Or_DA1,DA1
8,ORNnuclei_adult_nSybUNC84GFP_P10_F16,4,VA1v,7.6634297,0.0,9.470703,Plate #10 (unc84::GFP),203240,10,0.0,0.0,0.0,Or_VA1v,VA1v
9,ORNnuclei_adult_nSybUNC84GFP_P9_E9,4,VA1v,8.899881,7.1983695,13.13077,Plate #9 (unc84::GFP),767821,10,0.0,0.0,1.2031302,Or_VA1v,VA1v
10,ORNnuclei_adult_nSybUNC84GFP_P7_E10,25,VM1/VL1,12.496646,9.566319,12.091783,Plate #7 (unc84::GFP),928495,1,0.0,0.0,6.833981,Or_MARS25,unannotated
11,ORN_10day_nuclei_P2_H18,9,VM1/VL1,9.635244,0.0,8.844534,Plate #2 (lam::GFP),560285,1,0.0,0.0,0.0,Ir_MARS9,unannotated
12,ORN_10day_nuclei_P2_D23,2,DM2,11.240961,8.741657,12.050567,Plate #2 (lam::GFP),475347,3,0.0,0.0,2.3805778,Or_DM2,DM2
13,ORNnuclei_adult_nSybUNC84GFP_P9_F7,7,DC1,11.630812,9.493244,7.502443,Plate #9 (unc84::GFP),621097,-1,0.0,0.0,6.166764,Or_DC1,DC1
14,ORNnuclei_adult_nSybUNC84GFP_P1_G22,25,DM1/VA2,4.069385,0.0,8.444364,Plate #1 (unc84::GFP),63338,-1,0.0,0.0,0.0,Or_MARS25,unannotated
15,ORNnuclei_adult_nSybUNC84GFP_P7_M16,6,NaN,10.051114,0.0,7.649929,Plate #7 (unc84::GFP),395309,1,0.0,0.0,10.3624115,Ir_VP1l_VP3,VP1l_VP3
16,ORNnuclei_adult_nSybUNC84GFP_P5_D10,1,DM4,2.4604533,0.0,0.0,Plate #5 (unc84::GFP),1110150,2,0.0,0.0,10.884808,Or_DM4,DM4
17,ORN_10day_nuclei_P3_H9,5,DA1,2.796161,0.0,10.05361,Plate #3 (lam::GFP),2354565,4,0.0,0.0,11.931072,Or_DA1,DA1
18,ORNnuclei_adult_nSybUNC84GFP_P10_K22,12,"DL2v/d, DP1l, DC4/DP1m",12.905685,5.5277233,0.0,Plate #10 (unc84::GFP),110784,1,0.0,0.0,0.0,Ir_DL2d/v_DP1l_VC3,DL2d/v_DP1l_VC3l
19,ORNnuclei_adult_nSybUNC84GFP_P5_O21,25,NaN,11.954726,8.8054285,13.8200655,Plate #5 (unc84::GFP),508510,12,0.0,0.0,0.0,Or_MARS25,unannotated
20,ORNnuclei_adult_nSybUNC84GFP_P8_I15,20,"DL2v/d, DP1l, DC4/DP1m",12.857397,6.1859937,8.941567,Plate #8 (unc84::GFP),83558,1,0.0,0.0,8.392732,Ir_MARS20,unannotated
21,ORNnuclei_adult_nSybUNC84GFP_P1_M15,13,"DL2v/d, DP1l, DC4/DP1m",7.7324653,0.0,0.0,Plate #1 (unc84::GFP),118109,1,0.0,0.0,4.164586,Ir_DP1m_DC4,DP1m_DC4
22,ORNnuclei_adult_nSybUNC84GFP_P8_E14,3,DC2,10.484435,8.768882,6.123449,Plate #8 (unc84::GFP),87314,11,0.0,0.0,8.608807,Or_DC2,DC2
23,ORNnuclei_adult_nSybUNC84GFP_P9_J22,15,DM1/VA2,8.421668,0.0,9.917753,Plate #9 (unc84::GFP),201810,5,0.0,0.0,0.0,Or_VA2,VA2
24,ORNnuclei_adult_nSybUNC84GFP_P5_P17,24,VA5/D,11.292325,7.1309404,4.828352,Plate #5 (unc84::GFP),474271,19,0.0,0.0,3.5288832,Or_MARS24,unannotated
25,ORNnuclei_adult_nSybUNC84GFP_P5_I16,22,NaN,13.814938,11.156051,10.234398,Plate #5 (unc84::GFP),150376,12,0.0,0.0,0.0,Or_MARS22,unannotated
26,ORNnuclei_adult_nSybUNC84GFP_P3_G1,13,"DL2v/d, DP1l, DC4/DP1m",10.693778,0.0,6.662822,Plate #3 (unc84::GFP),179420,1,0.0,2.716665,0.0,Ir_DP1m_DC4,DP1m_DC4
27,ORNnuclei_adult_nSybUNC84GFP_P6_M7,24,VM3,9.487411,3.818845,7.138126,Plate #6 (unc84::GFP),228799,17,0.0,0.0,0.0,Or_MARS24,unannotated
28,ORN_10day_nuclei_P2_N14,19,NaN,9.763233,0.0,10.129183,Plate #2 (lam::GFP),442390,1,0.0,0.0,0.0,Ir_VL1_VM1,VL1_VM1
29,ORNnuclei_adult_nSybUNC84GFP_P2_E8,13,NaN,4.202973,0.0,5.3112354,Plate #2 (unc84::GFP) (unc84::GFP),516734,1,0.0,0.0,0.0,Ir_DP1m_DC4,DP1m_DC4
30,ORNnuclei_adult_nSybUNC84GFP_P5_I8,3,DC2,7.0978227,0.0,0.0,Plate #5 (unc84::GFP),441241,11,0.0,0.0,12.891788,Or_DC2,DC2
31,ORNnuclei_adult_nSybUNC84GFP_P5_G1,7,DC1,5.0585194,2.1990068,8.171579,Plate #5 (unc84::GFP),278425,-1,0.0,0.0,5.206187,Or_DC1,DC1
32,ORNnuclei_adult_nSybUNC84GFP_P5_H19,14,NaN,11.759241,0.0,8.255758,Plate #5 (unc84::GFP),105037,-1,0.0,0.0,0.0,Or_DM1,DM1
33,ORNnuclei_adult_nSybUNC84GFP_P5_B10,14,DM1/VA2,10.773105,0.0,8.446715,Plate #5 (unc84::GFP),106349,7,0.0,0.0,9.343868,Or_DM1,DM1
34,ORN_10day_nuclei_P3_N21,5,DA1,12.518442,6.7459755,9.672839,Plate #3 (lam::GFP),112851,4,0.0,0.0,0.0,Or_DA1,DA1
35,ORNnuclei_adult_nSybUNC84GFP_P7_M2,1,DM4,10.2618475,8.561478,3.822136,Plate #7 (unc84::GFP),228238,2,0.0,0.0,7.1416426,Or_DM4,DM4
36,ORNnuclei_adult_nSybUNC84GFP_P9_E21,7,DC1,10.307029,8.478197,6.970276,Plate #9 (unc84::GFP),683336,15,0.0,0.0,12.870326,Or_DC1,DC1
37,ORN_10day_nuclei_P2_P6,19,VM1/VL1,12.74479,0.0,0.0,Plate #2 (lam::GFP),83348,1,0.0,8.233367,0.0,Ir_VL1_VM1,VL1_VM1
38,ORN_10day_nuclei_P3_M13,9,VM1/VL1,10.402383,0.0,9.597706,Plate #3 (lam::GFP),425167,1,0.0,0.0,1.7450294,Ir_MARS9,unannotated
39,ORN_10day_nuclei_P2_J9,11,VM3,11.141031,0.0,7.8116894,Plate #2 (lam::GFP),1506657,-1,0.0,0.0,0.0,Or_VM3_VA5,VM3_VA5
40,ORNnuclei_adult_nSybUNC84GFP_P2_M5,11,VM3,6.990876,0.0,0.0,Plate #2 (unc84::GFP) (unc84::GFP),1838453,17,0.0,0.0,11.196933,Or_VM3_VA5,VM3_VA5
41,ORNnuclei_adult_nSybUNC84GFP_P9_H3,3,DC2,10.790324,2.5731242,7.8761067,Plate #9 (unc84::GFP),807923,11,0.0,0.0,11.322294,Or_DC2,DC2
42,ORNnuclei_adult_nSybUNC84GFP_P9_E8,12,"DL2v/d, DP1l, DC4/DP1m",14.576006,3.0329142,3.9419727,Plate #9 (unc84::GFP),417559,1,0.0,0.0,7.6932006,Ir_DL2d/v_DP1l_VC3,DL2d/v_DP1l_VC3l
43,ORNnuclei_adult_nSybUNC84GFP_P2_M8,9,VM1/VL1,0.0,2.0929415,0.0,Plate #2 (unc84::GFP) (unc84::GFP),612338,1,0.0,0.0,0.0,Ir_MARS9,unannotated
44,ORNnuclei_adult_nSybUNC84GFP_P9_B14,13,"DL2v/d, DP1l, DC4/DP1m",10.257858,2.7065098,10.16135,Plate #9 (unc84::GFP),542750,1,0.0,0.0,0.0,Ir_DP1m_DC4,DP1m_DC4
45,ORNnuclei_adult_nSybUNC84GFP_P8_N15,21,NaN,5.1869392,7.3257265,0.0,Plate #8 (unc84::GFP),56454,1,0.0,10.10229,0.0,Ir_MARS21,unannotated
46,ORNnuclei_adult_nSybUNC84GFP_P10_B10,22,NaN,11.276895,4.07891,11.684836,Plate #10 (unc84::GFP),125790,12,0.0,0.0,0.0,Or_MARS22,unannotated
47,ORNnuclei_adult_nSybUNC84GFP_P3_G7,1,DM4,10.748489,7.0939293,12.012726,Plate #3 (unc84::GFP),206473,2,0.0,0.0,0.0,Or_DM4,DM4
48,ORNnuclei_adult_nSybUNC84GFP_P3_L22,3,DC2,0.0,0.0,0.0,Plate #3 (unc84::GFP),140625,-1,0.0,0.0,10.400998,Or_DC2,DC2
49,ORNnuclei_adult_nSybUNC84GFP_P6_I15,0,V,7.144176,7.365111,9.505161,Plate #6 (unc84::GFP),128157,0,0.0,0.0,9.65231,Gr_V,V
50,ORNnuclei_adult_nSybUNC84GFP_P7_N17,1,DM4,8.425412,6.6735725,0.0,Plate #7 (unc84::GFP),455080,2,0.0,0.0,1.6769063,Or_DM4,DM4
51,ORNnuclei_adult_nSybUNC84GFP_P1_N8,0,V,7.187552,0.0,0.0,Plate #1 (unc84::GFP),110520,1,0.0,0.0,0.0,Gr_V,V
52,ORN_10day_nuclei_P2_B21,4,VA1v,10.871649,0.0,12.131827,Plate #2 (lam::GFP),1948558,10,0.0,0.0,1.610133,Or_VA1v,VA1v
53,ORNnuclei_adult_nSybUNC84GFP_P5_D11,7,DC1,0.0,0.0,0.0,Plate #5 (unc84::GFP),679297,15,0.0,0.0,12.92412,Or_DC1,DC1
54,ORN_10day_nuclei_P2_J3,16,NaN,7.3726974,0.0,11.774459,Plate #2 (lam::GFP),746673,8,0.0,0.0,7.685863,Or_DL3,DL3
55,ORNnuclei_adult_nSybUNC84GFP_P5_L11,14,DM1/VA2,5.3890743,8.936403,4.8212233,Plate #5 (unc84::GFP),513376,-1,0.0,0.0,10.652806,Or_DM1,DM1
56,ORN_10day_nuclei_P2_G9,18,NaN,9.595584,0.0,11.13569,Plate #2 (lam::GFP),1071602,1,0.0,0.0,1.5192221,Ir_VP4_VP1d,VP4_VP1d_VP2
57,ORN_10day_nuclei_P3_H6,4,VA1v,13.821929,6.252315,10.361523,Plate #3 (lam::GFP),2326154,-1,0.0,0.0,0.0,Or_VA1v,VA1v
58,ORNnuclei_adult_nSybUNC84GFP_P5_L23,24,NaN,6.5324626,2.639819,0.0,Plate #5 (unc84::GFP),382224,17,0.0,0.0,0.0,Or_MARS24,unannotated
59,ORNnuclei_adult_nSybUNC84GFP_P7_O1,23,NaN,7.7155104,0.0,6.9132943,Plate #7 (unc84::GFP),100390,23,0.0,0.0,10.236372,Or_VA6_DC3_DM3,VA6_DC3_DM3
60,ORNnuclei_adult_nSybUNC84GFP_P8_M23,12,"DL2v/d, DP1l, DC4/DP1m",10.289684,4.594625,8.473168,Plate #8 (unc84::GFP),431755,1,0.0,11.814815,0.0,Ir_DL2d/v_DP1l_VC3,DL2d/v_DP1l_VC3l
61,ORNnuclei_adult_nSybUNC84GFP_P7_C17,4,VA1v,9.522494,0.0,2.8014035,Plate #7 (unc84::GFP),167471,10,0.0,0.0,0.0,Or_VA1v,VA1v
62,ORNnuclei_adult_nSybUNC84GFP_P8_O5,13,"DL2v/d, DP1l, DC4/DP1m",10.99873,3.588717,5.8669724,Plate #8 (unc84::GFP),453257,1,0.0,0.0,9.020896,Ir_DP1m_DC4,DP1m_DC4
63,ORN_10day_nuclei_P2_A9,19,VM1/VL1,12.276583,0.0,9.554573,Plate #2 (lam::GFP),1042621,1,0.0,0.0,0.0,Ir_VL1_VM1,VL1_VM1
64,ORNnuclei_adult_nSybUNC84GFP_P1_A13,4,VA1v,12.321701,1.8659433,9.471424,Plate #1 (unc84::GFP),378063,-1,0.0,0.0,0.0,Or_VA1v,VA1v
65,ORN_10day_nuclei_P2_E21,1,DM4,9.836494,0.0,10.533773,Plate #2 (lam::GFP),999692,2,0.0,0.0,1.0002222,Or_DM4,DM4
66,ORN_10day_nuclei_P2_H6,4,VA1v,11.834017,8.948304,9.741126,Plate #2 (lam::GFP),442210,10,0.0,0.0,2.4653838,Or_VA1v,VA1v
67,ORNnuclei_adult_nSybUNC84GFP_P10_J19,9,VM1/VL1,6.6105413,0.0,0.0,Plate #10 (unc84::GFP),248146,1,0.0,0.0,3.1794746,Ir_MARS9,unannotated
68,ORNnuclei_adult_nSybUNC84GFP_P9_C23,0,V,11.029608,0.0,0.0,Plate #9 (unc84::GFP),91411,0,0.0,0.0,0.0,Gr_V,V
69,ORNnuclei_adult_nSybUNC84GFP_P8_L2,23,VA6/DC3,11.327327,8.800721,11.766,Plate #8 (unc84::GFP),860781,-1,0.0,0.0,8.739298,Or_VA6_DC3_DM3,VA6_DC3_DM3
70,ORNnuclei_adult_nSybUNC84GFP_P2_N4,9,VM1/VL1,10.836564,0.0,0.0,Plate #2 (unc84::GFP) (unc84::GFP),94657,1,0.0,0.0,0.0,Ir_MARS9,unannotated
71,ORN_10day_nuclei_P2_C23,25,NaN,13.28119,7.9770064,10.766907,Plate #2 (lam::GFP),1840988,12,0.0,0.0,1.0609972,Or_MARS25,unannotated
72,ORNnuclei_adult_nSybUNC84GFP_P7_H6,12,"DL2v/d, DP1l, DC4/DP1m",6.8786554,0.0,5.005092,Plate #7 (unc84::GFP),128563,1,0.0,0.0,6.435648,Ir_DL2d/v_DP1l_VC3,DL2d/v_DP1l_VC3l
73,ORNnuclei_adult_nSybUNC84GFP_P7_K2,9,VM1/VL1,5.72455,0.0,5.5066977,Plate #7 (unc84::GFP),404809,1,0.0,9.501435,0.0,Ir_MARS9,unannotated
74,ORNnuclei_adult_nSybUNC84GFP_P8_K16,11,VM3,13.339202,6.088032,10.330822,Plate #8 (unc84::GFP),74597,17,0.0,0.0,0.0,Or_VM3_VA5,VM3_VA5
75,ORNnuclei_adult_nSybUNC84GFP_P6_K2,5,DA1,5.206716,0.0,5.206716,Plate #6 (unc84::GFP),55664,4,0.0,0.0,11.935664,Or_DA1,DA1
76,ORNnuclei_adult_nSybUNC84GFP_P2_A6,26,VA6/DC3,10.545403,0.0,4.397345,Plate #2 (unc84::GFP) (unc84::GFP),498174,-1,0.0,0.0,0.0,Or_DL5,DL5
77,ORNnuclei_adult_nSybUNC84GFP_P1_B5,24,VM1/VL1,9.979833,1.6229162,3.612569,Plate #1 (unc84::GFP),2403881,1,0.0,1.1686305,0.87341,Or_MARS24,unannotated
78,ORNnuclei_adult_nSybUNC84GFP_P8_N2,5,DA1,5.5373363,3.9728394,1.2243545,Plate #8 (unc84::GFP),748218,4,0.0,0.0,12.791266,Or_DA1,DA1
79,ORNnuclei_adult_nSybUNC84GFP_P9_F16,0,V,4.9387307,9.871488,0.0,Plate #9 (unc84::GFP),438161,0,0.0,0.0,0.0,Gr_V,V
80,ORN_10day_nuclei_P3_J10,12,"DL2v/d, DP1l, DC4/DP1m",11.449637,0.0,9.777601,Plate #3 (lam::GFP),1658472,1,0.0,0.0,0.0,Ir_DL2d/v_DP1l_VC3,DL2d/v_DP1l_VC3l
81,ORNnuclei_adult_nSybUNC84GFP_P7_G18,12,"DL2v/d, DP1l, DC4/DP1m",10.813578,2.2846427,6.4615574,Plate #7 (unc84::GFP),1032942,1,0.0,0.0,9.051359,Ir_DL2d/v_DP1l_VC3,DL2d/v_DP1l_VC3l
82,ORNnuclei_adult_nSybUNC84GFP_P10_E21,22,NaN,14.7057,11.10608,11.476769,Plate #10 (unc84::GFP),131623,12,0.0,0.0,0.0,Or_MARS22,unannotated
83,ORNnuclei_adult_nSybUNC84GFP_P5_N5,14,DM1/VA2,0.0,0.0,7.6410823,Plate #5 (unc84::GFP),392718,7,0.0,0.0,9.993707,Or_DM1,DM1
84,ORN_10day_nuclei_P2_J18,23,DL3/DA4m,11.654275,7.889651,9.9317255,Plate #2 (lam::GFP),643661,-1,0.0,0.0,2.5010157,Or_VA6_DC3_DM3,VA6_DC3_DM3
85,ORNnuclei_adult_nSybUNC84GFP_P7_D9,25,NaN,15.2414875,6.2766004,9.946656,Plate #7 (unc84::GFP),444296,12,0.0,0.0,0.0,Or_MARS25,unannotated
86,ORNnuclei_adult_nSybUNC84GFP_P2_L7,2,DM2,5.5023665,0.0,0.0,Plate #2 (unc84::GFP) (unc84::GFP),812107,3,0.0,0.0,9.381907,Or_DM2,DM2
87,ORNnuclei_adult_nSybUNC84GFP_P7_B8,2,DM2,8.984193,3.5644321,3.03919,Plate #7 (unc84::GFP),276997,3,0.0,0.0,0.0,Or_DM2,DM2
88,ORNnuclei_adult_nSybUNC84GFP_P6_H20,7,DC1,8.246496,5.5362015,0.0,Plate #6 (unc84::GFP),198217,21,0.0,0.0,10.574199,Or_DC1,DC1
89,ORNnuclei_adult_nSybUNC84GFP_P5_F3,2,DM2,11.85179,7.3661823,11.18585,Plate #5 (unc84::GFP),274417,3,0.0,0.0,9.938492,Or_DM2,DM2
90,ORNnuclei_adult_nSybUNC84GFP_P7_A9,15,DM1/VA2,10.72927,0.0,3.5365088,Plate #7 (unc84::GFP),94307,5,0.0,0.0,0.0,Or_VA2,VA2
91,ORNnuclei_adult_nSybUNC84GFP_P8_L22,12,"DL2v/d, DP1l, DC4/DP1m",9.073995,3.361055,8.233088,Plate #8 (unc84::GFP),323453,1,0.0,2.032679,9.27456,Ir_DL2d/v_DP1l_VC3,DL2d/v_DP1l_VC3l
92,ORNnuclei_adult_nSybUNC84GFP_P2_N10,13,NaN,7.4398174,0.0,0.0,Plate #2 (unc84::GFP) (unc84::GFP),1905883,1,0.0,0.0,1.6316932,Ir_DP1m_DC4,DP1m_DC4
93,ORNnuclei_adult_nSybUNC84GFP_P9_J9,3,DC2,10.996444,0.0,9.706647,Plate #9 (unc84::GFP),359459,11,0.0,0.0,10.381065,Or_DC2,DC2
94,ORNnuclei_adult_nSybUNC84GFP_P3_M1,12,"DL2v/d, DP1l, DC4/DP1m",0.0,0.0,8.533021,Plate #3 (unc84::GFP),3521730,1,0.0,0.0,11.098198,Ir_DL2d/v_DP1l_VC3,DL2d/v_DP1l_VC3l
95,ORN_10day_nuclei_P2_F17,17,VA1v,9.225062,0.0,6.090177,Plate #2 (lam::GFP),148969,9,0.0,0.0,0.0,Or_VA1d,VA1d
96,ORNnuclei_adult_nSybUNC84GFP_P2_I13,7,DC1,4.1072874,0.0,0.0,Plate #2 (unc84::GFP) (unc84::GFP),123189,-1,0.0,0.0,14.307684,Or_DC1,DC1
97,ORNnuclei_adult_nSybUNC84GFP_P2_A19,18,NaN,16.037254,11.264311,3.7260373,Plate #2 (unc84::GFP) (unc84::GFP),817480,1,0.0,0.0,1.1526841,Ir_VP4_VP1d,VP4_VP1d_VP2
98,ORNnuclei_adult_nSybUNC84GFP_P8_B6,7,DC1,8.875278,9.031364,10.547104,Plate #8 (unc84::GFP),279558,15,0.0,0.0,7.799467,Or_DC1,DC1
99,ORNnuclei_adult_nSybUNC84GFP_P3_O2,26,DL5,13.737338,0.0,0.0,Plate #3 (unc84::GFP),786329,14,0.0,0.0,1.1837928,Or_DL5,DL5
100,ORNnuclei_adult_nSybUNC84GFP_P8_K15,22,NaN,13.295862,6.9175334,5.3562436,Plate #8 (unc84::GFP),200186,12,0.0,0.0,0.0,Or_MARS22,unannotated
101,ORNnuclei_adult_nSybUNC84GFP_P1_O6,6,NaN,0.0,0.0,0.0,Plate #1 (unc84::GFP),104254,1,0.0,3.4048975,12.867498,Ir_VP1l_VP3,VP1l_VP3
102,ORNnuclei_adult_nSybUNC84GFP_P2_L12,14,DM1/VA2,10.463876,11.290325,7.768499,Plate #2 (unc84::GFP) (unc84::GFP),1870558,7,0.0,0.0,11.96108,Or_DM1,DM1
103,ORNnuclei_adult_nSybUNC84GFP_P10_I6,14,DM1/VA2,9.261218,10.061414,3.4543624,Plate #10 (unc84::GFP),602324,7,0.0,0.0,8.647879,Or_DM1,DM1
104,ORNnuclei_adult_nSybUNC84GFP_P7_A13,22,NaN,12.647808,5.2513375,0.0,Plate #7 (unc84::GFP),53923,12,0.0,7.3914986,0.0,Or_MARS22,unannotated
105,ORN_10day_nuclei_P2_K15,13,"DL2v/d, DP1l, DC4/DP1m",11.686607,0.0,13.954814,Plate #2 (lam::GFP),511343,1,0.0,0.0,9.068358,Ir_DP1m_DC4,DP1m_DC4
106,ORN_10day_nuclei_P3_O20,16,VA1v,8.931691,0.0,10.882591,Plate #3 (lam::GFP),432978,8,0.0,0.0,8.371867,Or_DL3,DL3
107,ORNnuclei_adult_nSybUNC84GFP_P7_D4,2,DM2,5.257031,0.0,6.10245,Plate #7 (unc84::GFP),295377,3,0.0,0.0,0.0,Or_DM2,DM2
108,ORNnuclei_adult_nSybUNC84GFP_P3_I3,3,DC2,9.726055,0.0,11.145026,Plate #3 (unc84::GFP),127674,11,0.0,0.0,14.212118,Or_DC2,DC2
109,ORNnuclei_adult_nSybUNC84GFP_P7_L18,5,DA1,8.142215,7.139713,3.0785496,Plate #7 (unc84::GFP),671353,4,0.0,0.0,12.282074,Or_DA1,DA1
110,ORNnuclei_adult_nSybUNC84GFP_P3_L4,1,DM4,12.361141,5.763187,7.8580847,Plate #3 (unc84::GFP),168819,2,0.0,0.0,13.51713,Or_DM4,DM4
111,ORNnuclei_adult_nSybUNC84GFP_P10_C7,14,DM1/VA2,10.031774,0.0,0.0,Plate #10 (unc84::GFP),262956,7,0.0,0.0,9.543751,Or_DM1,DM1
112,ORN_10day_nuclei_P2_I15,12,NaN,11.587131,7.7745056,12.987128,Plate #2 (lam::GFP),743265,-1,0.0,0.0,0.0,Ir_DL2d/v_DP1l_VC3,DL2d/v_DP1l_VC3l
113,ORNnuclei_adult_nSybUNC84GFP_P6_E8,7,DC1,9.195442,4.1869817,10.309594,Plate #6 (unc84::GFP),174276,15,0.0,0.0,10.619504,Or_DC1,DC1
114,ORNnuclei_adult_nSybUNC84GFP_P8_O11,20,NaN,7.025079,7.8402896,4.2134814,Plate #8 (unc84::GFP),626719,1,0.0,0.0,1.3760744,Ir_MARS20,unannotated
115,ORNnuclei_adult_nSybUNC84GFP_P6_D18,24,"DL2v/d, DP1l, DC4/DP1m",11.669257,10.3273115,10.96768,Plate #6 (unc84::GFP),743894,1,0.0,0.0,2.6729028,Or_MARS24,unannotated
116,ORNnuclei_adult_nSybUNC84GFP_P6_J3,11,DC2,10.757657,9.416829,4.3381233,Plate #6 (unc84::GFP),104027,19,0.0,0.0,10.384991,Or_VM3_VA5,VM3_VA5
117,ORNnuclei_adult_nSybUNC84GFP_P9_F23,20,NaN,10.255735,9.004387,6.385068,Plate #9 (unc84::GFP),351179,1,0.0,0.0,1.9439403,Ir_MARS20,unannotated
118,ORNnuclei_adult_nSybUNC84GFP_P9_K18,3,DC2,6.695987,8.641678,0.0,Plate #9 (unc84::GFP),243476,11,0.0,0.0,11.913504,Or_DC2,DC2
119,ORNnuclei_adult_nSybUNC84GFP_P8_D22,14,DM1/VA2,6.7608075,8.233371,9.187325,Plate #8 (unc84::GFP),223372,6,0.0,0.0,5.367774,Or_DM1,DM1
120,ORNnuclei_adult_nSybUNC84GFP_P10_M2,1,DM4,7.756962,1.9108841,0.0,Plate #10 (unc84::GFP),362267,2,0.0,0.0,0.0,Or_DM4,DM4
121,ORNnuclei_adult_nSybUNC84GFP_P9_G18,18,DA3?,10.425245,10.4883585,10.350123,Plate #9 (unc84::GFP),845689,1,0.0,0.0,11.192245,Ir_VP4_VP1d,VP4_VP1d_VP2
122,ORNnuclei_adult_nSybUNC84GFP_P6_B7,20,NaN,8.513107,0.0,5.4970627,Plate #6 (unc84::GFP),181148,1,0.0,0.0,2.704949,Ir_MARS20,unannotated
123,ORNnuclei_adult_nSybUNC84GFP_P3_O6,1,DM4,11.123661,0.0,2.3807545,Plate #3 (unc84::GFP),475275,2,0.0,0.0,2.3807545,Or_DM4,DM4
124,ORNnuclei_adult_nSybUNC84GFP_P7_B1,24,DC2,7.154029,0.0,7.2824435,Plate #7 (unc84::GFP),226273,-1,0.0,0.0,14.51134,Or_MARS24,unannotated
125,ORNnuclei_adult_nSybUNC84GFP_P1_F17,2,DM2,9.23379,0.0,10.902283,Plate #1 (unc84::GFP),2407368,3,0.0,0.0,0.0,Or_DM2,DM2
126,ORNnuclei_adult_nSybUNC84GFP_P10_C2,5,DA1,8.320135,0.0,11.720432,Plate #10 (unc84::GFP),53358,4,0.0,0.0,9.7533865,Or_DA1,DA1
127,ORNnuclei_adult_nSybUNC84GFP_P5_O7,0,V,10.3997965,4.5431128,4.2365727,Plate #5 (unc84::GFP),448153,0,0.0,0.0,6.726217,Gr_V,V
128,ORNnuclei_adult_nSybUNC84GFP_P6_J9,14,DM1/VA2,9.552097,6.8728766,0.0,Plate #6 (unc84::GFP),533545,7,0.0,0.0,10.681984,Or_DM1,DM1
129,ORNnuclei_adult_nSybUNC84GFP_P9_J8,15,DM1/VA2,3.5065057,0.0,0.0,Plate #9 (unc84::GFP),385920,5,0.0,0.0,2.628172,Or_VA2,VA2
130,ORNnuclei_adult_nSybUNC84GFP_P1_E22,13,NaN,13.256361,0.0,0.0,Plate #1 (unc84::GFP),50286,1,0.0,0.0,0.0,Ir_DP1m_DC4,DP1m_DC4
131,ORNnuclei_adult_nSybUNC84GFP_P1_O14,2,DM2,12.9548645,0.0,0.0,Plate #1 (unc84::GFP),186429,3,0.0,0.0,0.0,Or_DM2,DM2
132,ORNnuclei_adult_nSybUNC84GFP_P9_I24,12,"DL2v/d, DP1l, DC4/DP1m",10.888214,0.0,5.111743,Plate #9 (unc84::GFP),357387,1,0.0,0.0,6.3100934,Ir_DL2d/v_DP1l_VC3,DL2d/v_DP1l_VC3l
133,ORNnuclei_adult_nSybUNC84GFP_P10_H2,1,DM4,9.282605,5.416351,8.015783,Plate #10 (unc84::GFP),263754,2,0.0,0.0,0.0,Or_DM4,DM4
134,ORNnuclei_adult_nSybUNC84GFP_P9_G11,12,"DL2v/d, DP1l, DC4/DP1m",13.735432,6.9655557,4.8048906,Plate #9 (unc84::GFP),371027,1,0.0,0.0,1.8856609,Ir_DL2d/v_DP1l_VC3,DL2d/v_DP1l_VC3l
135,ORNnuclei_adult_nSybUNC84GFP_P10_P7,23,DA1,15.246077,11.820241,15.713204,Plate #10 (unc84::GFP),138030,12,0.0,0.0,4.5068054,Or_VA6_DC3_DM3,VA6_DC3_DM3
