,index,MARS,known_types,Obp19d,Obp56d,Obp83a,seq_batch,seq_depth,HDBSCAN_attempt,Or85c,5-HT1A,5-HT2B,Type,annotated
373,ORN_10day_nuclei_P2_O12,7,DC1,12.55826,0.0,10.570311,Plate #2 (lam::GFP),2353438,-1,0.0,0.0,9.717501,Or_DC1,DC1
374,ORNnuclei_adult_nSybUNC84GFP_P5_O14,14,DM1/VA2,9.820332,0.0,0.0,Plate #5 (unc84::GFP),322225,7,0.0,0.0,10.335417,Or_DM1,DM1
375,ORNnuclei_adult_nSybUNC84GFP_P8_H15,2,DM2,7.9045496,5.8090043,9.008236,Plate #8 (unc84::GFP),54482,3,0.0,0.0,0.0,Or_DM2,DM2
376,ORNnuclei_adult_nSybUNC84GFP_P3_P18,1,DM4,12.444365,6.310102,0.0,Plate #3 (unc84::GFP),1927326,2,0.0,0.0,10.516376,Or_DM4,DM4
377,ORNnuclei_adult_nSybUNC84GFP_P8_I11,5,DA1,10.946697,9.933367,8.82743,Plate #8 (unc84::GFP),156637,4,0.0,0.0,11.0674925,Or_DA1,DA1
378,ORNnuclei_adult_nSybUNC84GFP_P3_L10,14,DM1/VA2,10.995604,0.0,3.6623805,Plate #3 (unc84::GFP),85752,6,0.0,0.0,0.0,Or_DM1,DM1
379,ORN_10day_nuclei_P2_M16,25,DA3?,13.378484,11.416202,11.636713,Plate #2 (lam::GFP),627043,18,0.0,0.0,1.3756161,Or_MARS25,unannotated
380,ORNnuclei_adult_nSybUNC84GFP_P1_F4,4,VA1v,6.788744,0.0,8.401179,Plate #1 (unc84::GFP),7520686,10,0.0,0.0,7.915303,Or_VA1v,VA1v
381,ORNnuclei_adult_nSybUNC84GFP_P2_G7,14,DM1/VA2,10.465198,0.0,0.0,Plate #2 (unc84::GFP) (unc84::GFP),1592764,7,0.0,0.0,1.1735617,Or_DM1,DM1
382,ORNnuclei_adult_nSybUNC84GFP_P7_F24,14,DM1/VA2,13.216111,11.106597,0.0,Plate #7 (unc84::GFP),101631,6,0.0,0.0,0.0,Or_DM1,DM1
383,ORNnuclei_adult_nSybUNC84GFP_P2_P9,23,NaN,1.3992474,0.0,0.0,Plate #2 (unc84::GFP) (unc84::GFP),610635,-1,0.0,0.0,10.52317,Or_VA6_DC3_DM3,VA6_DC3_DM3
384,ORNnuclei_adult_nSybUNC84GFP_P8_I16,15,V,5.5510945,10.189606,0.0,Plate #8 (unc84::GFP),305102,5,0.0,0.0,0.0,Or_VA2,VA2
385,ORNnuclei_adult_nSybUNC84GFP_P6_L22,0,V,7.4914618,0.0,7.014002,Plate #6 (unc84::GFP),670574,0,0.0,0.0,11.414688,Gr_V,V
386,ORNnuclei_adult_nSybUNC84GFP_P9_I3,7,DC1,9.420754,0.0,0.0,Plate #9 (unc84::GFP),816801,15,0.0,0.0,1.1533439,Or_DC1,DC1
387,ORNnuclei_adult_nSybUNC84GFP_P8_D2,12,"DL2v/d, DP1l, DC4/DP1m",11.506461,4.3579574,11.50936,Plate #8 (unc84::GFP),512669,1,0.0,0.0,12.173666,Ir_DL2d/v_DP1l_VC3,DL2d/v_DP1l_VC3l
388,ORN_10day_nuclei_P2_N24,12,"DL2v/d, DP1l, DC4/DP1m",10.034565,0.0,10.767386,Plate #2 (lam::GFP),3297292,1,0.0,0.0,2.4722767,Ir_DL2d/v_DP1l_VC3,DL2d/v_DP1l_VC3l
389,ORNnuclei_adult_nSybUNC84GFP_P7_N16,23,NaN,11.067909,5.833707,12.548704,Plate #7 (unc84::GFP),606793,12,0.0,0.0,11.250747,Or_VA6_DC3_DM3,VA6_DC3_DM3
390,ORN_10day_nuclei_P3_A14,4,VA1v,10.700176,0.0,11.058865,Plate #3 (lam::GFP),1020030,10,0.0,0.0,0.0,Or_VA1v,VA1v
391,ORNnuclei_adult_nSybUNC84GFP_P8_E2,5,DA1,3.381461,4.0619607,2.0497797,Plate #8 (unc84::GFP),318428,4,0.0,0.0,11.163342,Or_DA1,DA1
392,ORNnuclei_adult_nSybUNC84GFP_P6_G18,7,DC1,6.2652235,2.104579,3.8281126,Plate #6 (unc84::GFP),302964,-1,0.0,0.0,2.104579,Or_DC1,DC1
393,ORNnuclei_adult_nSybUNC84GFP_P6_K16,22,NaN,12.04348,8.534276,12.036735,Plate #6 (unc84::GFP),457074,12,0.0,0.0,1.6725745,Or_MARS22,unannotated
394,ORNnuclei_adult_nSybUNC84GFP_P1_D24,24,DL5,14.600929,0.0,0.0,Plate #1 (unc84::GFP),1595710,17,0.0,0.0,2.980662,Or_MARS24,unannotated
395,ORNnuclei_adult_nSybUNC84GFP_P8_B15,4,VA1v,9.009814,5.383042,9.490147,Plate #8 (unc84::GFP),466477,10,0.0,0.0,0.0,Or_VA1v,VA1v
396,ORNnuclei_adult_nSybUNC84GFP_P10_E17,2,DM2,10.0404625,0.0,3.6364682,Plate #10 (unc84::GFP),174884,3,0.0,0.0,3.6364682,Or_DM2,DM2
397,ORN_10day_nuclei_P2_E13,4,VA1v,10.194289,0.0,0.0,Plate #2 (lam::GFP),623601,10,0.0,0.0,0.0,Or_VA1v,VA1v
398,ORNnuclei_adult_nSybUNC84GFP_P1_I8,7,DL3/DA4m,10.99636,0.0,0.0,Plate #1 (unc84::GFP),135662,20,0.0,0.0,4.5306816,Or_DC1,DC1
399,ORNnuclei_adult_nSybUNC84GFP_P9_K16,5,DA1,8.127816,0.0,0.0,Plate #9 (unc84::GFP),416195,4,0.0,0.0,10.856034,Or_DA1,DA1
400,ORNnuclei_adult_nSybUNC84GFP_P6_F23,9,VM1/VL1,12.2755,4.657577,11.0593605,Plate #6 (unc84::GFP),82512,1,0.0,0.0,3.7136352,Ir_MARS9,unannotated
401,ORNnuclei_adult_nSybUNC84GFP_P6_C12,22,DM1/VA2,11.20297,10.6287985,5.7169795,Plate #6 (unc84::GFP),116280,12,0.0,0.0,0.0,Or_MARS22,unannotated
402,ORNnuclei_adult_nSybUNC84GFP_P2_G17,12,"DL2v/d, DP1l, DC4/DP1m",7.792741,0.0,0.0,Plate #2 (unc84::GFP) (unc84::GFP),54362,1,0.0,0.0,4.277628,Ir_DL2d/v_DP1l_VC3,DL2d/v_DP1l_VC3l
403,ORNnuclei_adult_nSybUNC84GFP_P3_J6,1,DM4,4.6452446,0.0,13.01005,Plate #3 (unc84::GFP),499499,2,0.0,3.1712108,9.148648,Or_DM4,DM4
404,ORNnuclei_adult_nSybUNC84GFP_P3_B14,6,NaN,10.3568325,3.3728986,8.318439,Plate #3 (unc84::GFP),106842,1,0.0,4.3015313,3.3728986,Ir_VP1l_VP3,VP1l_VP3
405,ORN_10day_nuclei_P3_D20,0,V,11.992295,8.765493,6.6944475,Plate #3 (lam::GFP),1589175,0,0.0,0.0,4.744137,Gr_V,V
406,ORNnuclei_adult_nSybUNC84GFP_P8_F15,13,NaN,9.997356,9.477712,0.0,Plate #8 (unc84::GFP),106745,1,0.0,0.0,0.0,Ir_DP1m_DC4,DP1m_DC4
407,ORNnuclei_adult_nSybUNC84GFP_P7_B11,7,DC1,8.427402,0.0,9.398377,Plate #7 (unc84::GFP),78655,15,0.0,0.0,8.880835,Or_DC1,DC1
408,ORNnuclei_adult_nSybUNC84GFP_P9_G13,23,NaN,8.140386,2.1200798,15.335321,Plate #9 (unc84::GFP),298759,-1,0.0,0.0,4.7958417,Or_VA6_DC3_DM3,VA6_DC3_DM3
409,ORNnuclei_adult_nSybUNC84GFP_P1_O18,24,NaN,9.935612,0.0,0.0,Plate #1 (unc84::GFP),74619,20,0.0,0.0,0.0,Or_MARS24,unannotated
410,ORNnuclei_adult_nSybUNC84GFP_P7_J22,2,DM2,6.6346154,0.0,1.9930049,Plate #7 (unc84::GFP),335497,3,0.0,0.0,10.873314,Or_DM2,DM2
411,ORNnuclei_adult_nSybUNC84GFP_P8_P11,15,NaN,0.0,7.3095274,9.913336,Plate #8 (unc84::GFP),114191,5,0.0,0.0,10.716299,Or_VA2,VA2
412,ORNnuclei_adult_nSybUNC84GFP_P7_I20,22,VM1/VL1,12.852403,11.653294,0.0,Plate #7 (unc84::GFP),137267,12,0.0,0.0,0.0,Or_MARS22,unannotated
413,ORNnuclei_adult_nSybUNC84GFP_P5_M18,1,NaN,12.879671,9.528899,8.392181,Plate #5 (unc84::GFP),752310,12,0.0,1.2198589,1.8712438,Or_DM4,DM4
414,ORN_10day_nuclei_P2_O7,21,NaN,11.114753,0.0,0.0,Plate #2 (lam::GFP),259863,1,0.0,0.0,0.0,Ir_MARS21,unannotated
415,ORNnuclei_adult_nSybUNC84GFP_P10_I18,3,DC2,15.4449005,13.9221945,0.0,Plate #10 (unc84::GFP),879416,11,0.0,0.0,0.0,Or_DC2,DC2
416,ORN_10day_nuclei_P3_O10,11,DM3,11.361842,0.0,9.987797,Plate #3 (lam::GFP),426864,16,0.0,6.967645,9.26941,Or_VM3_VA5,VM3_VA5
417,ORN_10day_nuclei_P2_F4,22,NaN,13.654681,12.413492,9.277357,Plate #2 (lam::GFP),305070,12,0.0,9.833311,0.0,Or_MARS22,unannotated
418,ORN_10day_nuclei_P3_K4,19,VM1/VL1,12.033922,8.991165,10.931351,Plate #3 (lam::GFP),502093,1,0.0,10.814954,0.0,Ir_VL1_VM1,VL1_VM1
419,ORNnuclei_adult_nSybUNC84GFP_P5_N3,15,DM1/VA2,6.303965,0.0,5.1566863,Plate #5 (unc84::GFP),346109,5,0.0,0.0,10.947174,Or_VA2,VA2
420,ORNnuclei_adult_nSybUNC84GFP_P2_G6,9,VM1/VL1,13.751071,0.0,0.0,Plate #2 (unc84::GFP) (unc84::GFP),603635,1,0.0,0.0,0.0,Ir_MARS9,unannotated
421,ORN_10day_nuclei_P3_J15,18,DA3?,14.608841,0.0,12.104795,Plate #3 (lam::GFP),891770,-1,0.0,0.0,6.4300137,Ir_VP4_VP1d,VP4_VP1d_VP2
422,ORN_10day_nuclei_P2_L17,22,DA3?,13.049352,9.485031,13.5305,Plate #2 (lam::GFP),287869,12,0.0,9.91695,0.0,Or_MARS22,unannotated
423,ORN_10day_nuclei_P2_E11,5,DA1,12.5735,10.4649,11.164643,Plate #2 (lam::GFP),258435,4,0.0,0.0,4.04245,Or_DA1,DA1
424,ORNnuclei_adult_nSybUNC84GFP_P2_E14,9,VM1/VL1,10.651175,0.0,0.0,Plate #2 (unc84::GFP) (unc84::GFP),462935,1,0.0,0.0,1.6599841,Ir_MARS9,unannotated
425,ORNnuclei_adult_nSybUNC84GFP_P10_D18,0,V,13.417123,7.772769,10.975145,Plate #10 (unc84::GFP),151589,0,0.0,0.0,10.2068,Gr_V,V
426,ORNnuclei_adult_nSybUNC84GFP_P6_B14,12,"DL2v/d, DP1l, DC4/DP1m",8.99274,8.813645,8.676462,Plate #6 (unc84::GFP),857542,1,0.0,0.0,11.58523,Ir_DL2d/v_DP1l_VC3,DL2d/v_DP1l_VC3l
427,ORNnuclei_adult_nSybUNC84GFP_P3_M13,15,DM1/VA2,8.76426,3.3213763,4.247347,Plate #3 (unc84::GFP),1000425,5,0.0,1.5845538,10.119625,Or_VA2,VA2
428,ORNnuclei_adult_nSybUNC84GFP_P1_L11,3,DC2,0.0,0.0,7.8898587,Plate #1 (unc84::GFP),326018,11,0.0,2.024077,2.024077,Or_DC2,DC2
429,ORNnuclei_adult_nSybUNC84GFP_P3_D14,18,NaN,0.0,10.4330635,7.2733054,Plate #3 (unc84::GFP),1125588,1,0.0,0.0,0.0,Ir_VP4_VP1d,VP4_VP1d_VP2
430,ORNnuclei_adult_nSybUNC84GFP_P2_H10,21,NaN,0.0,5.6762257,0.0,Plate #2 (unc84::GFP) (unc84::GFP),359034,1,0.0,0.0,0.0,Ir_MARS21,unannotated
431,ORNnuclei_adult_nSybUNC84GFP_P1_G3,0,V,10.939619,0.0,0.0,Plate #1 (unc84::GFP),900128,0,0.0,0.0,0.0,Gr_V,V
432,ORNnuclei_adult_nSybUNC84GFP_P7_J8,0,V,14.324117,10.870134,7.1823626,Plate #7 (unc84::GFP),221842,0,0.0,0.0,3.8602812,Gr_V,V
433,ORNnuclei_adult_nSybUNC84GFP_P2_N11,14,DM1/VA2,9.395798,7.0537524,0.0,Plate #2 (unc84::GFP) (unc84::GFP),3526493,7,0.0,0.0,11.322041,Or_DM1,DM1
434,ORNnuclei_adult_nSybUNC84GFP_P6_C3,7,DC1,7.617273,8.728788,11.615367,Plate #6 (unc84::GFP),92143,-1,0.0,0.0,10.841647,Or_DC1,DC1
435,ORNnuclei_adult_nSybUNC84GFP_P7_O5,7,DC1,11.752215,7.6135054,11.596532,Plate #7 (unc84::GFP),461926,15,0.0,0.0,8.1637,Or_DC1,DC1
436,ORNnuclei_adult_nSybUNC84GFP_P5_K10,1,DM4,7.5277314,0.0,0.0,Plate #5 (unc84::GFP),348712,2,0.0,0.0,6.663478,Or_DM4,DM4
437,ORNnuclei_adult_nSybUNC84GFP_P5_H1,13,"DL2v/d, DP1l, DC4/DP1m",13.550552,0.0,0.0,Plate #5 (unc84::GFP),180456,1,0.0,0.0,4.1395144,Ir_DP1m_DC4,DP1m_DC4
438,ORNnuclei_adult_nSybUNC84GFP_P6_C16,20,NaN,10.322374,0.0,8.835371,Plate #6 (unc84::GFP),125059,1,0.0,0.0,4.643203,Ir_MARS20,unannotated
439,ORN_10day_nuclei_P2_O5,24,NaN,4.960343,0.0,6.027165,Plate #2 (lam::GFP),2024402,1,0.0,0.0,14.188298,Or_MARS24,unannotated
440,ORNnuclei_adult_nSybUNC84GFP_P3_J4,14,DM1/VA2,8.745263,0.0,0.0,Plate #3 (unc84::GFP),2478233,7,0.0,0.0,10.918749,Or_DM1,DM1
441,ORN_10day_nuclei_P2_N23,23,DL3/DA4m,0.0,0.0,0.0,Plate #2 (lam::GFP),1186424,22,0.0,0.0,10.403702,Or_VA6_DC3_DM3,VA6_DC3_DM3
442,ORNnuclei_adult_nSybUNC84GFP_P5_L10,17,VA1v,9.890408,0.0,8.851372,Plate #5 (unc84::GFP),759418,9,0.0,0.0,0.0,Or_VA1d,VA1d
443,ORNnuclei_adult_nSybUNC84GFP_P10_H12,23,DC2,11.653261,0.0,0.0,Plate #10 (unc84::GFP),160252,-1,0.0,0.0,10.531304,Or_VA6_DC3_DM3,VA6_DC3_DM3
444,ORNnuclei_adult_nSybUNC84GFP_P9_L22,12,"DL2v/d, DP1l, DC4/DP1m",11.463488,3.5882123,4.5269527,Plate #9 (unc84::GFP),90686,1,0.0,0.0,6.797929,Ir_DL2d/v_DP1l_VC3,DL2d/v_DP1l_VC3l
445,ORNnuclei_adult_nSybUNC84GFP_P10_C17,12,"DL2v/d, DP1l, DC4/DP1m",9.650183,0.0,0.0,Plate #10 (unc84::GFP),399992,1,0.0,0.0,6.546923,Ir_DL2d/v_DP1l_VC3,DL2d/v_DP1l_VC3l
446,ORNnuclei_adult_nSybUNC84GFP_P9_B21,14,DM1/VA2,11.188219,9.59248,9.249375,Plate #9 (unc84::GFP),826187,-1,0.0,0.0,0.0,Or_DM1,DM1
447,ORNnuclei_adult_nSybUNC84GFP_P10_I12,2,DM2,10.033572,2.2529538,9.075802,Plate #10 (unc84::GFP),265493,3,0.0,0.0,10.418135,Or_DM2,DM2
448,ORNnuclei_adult_nSybUNC84GFP_P1_J22,21,NaN,5.6779366,0.0,0.0,Plate #1 (unc84::GFP),179300,1,0.0,0.0,2.7174833,Ir_MARS21,unannotated
449,ORNnuclei_adult_nSybUNC84GFP_P5_F6,1,DM4,4.920717,0.0,10.589425,Plate #5 (unc84::GFP),477997,2,0.0,0.0,5.9946227,Or_DM4,DM4
450,ORNnuclei_adult_nSybUNC84GFP_P6_O7,4,VA1v,8.17234,8.17234,8.254525,Plate #6 (unc84::GFP),59134,10,0.0,0.0,0.0,Or_VA1v,VA1v
451,ORNnuclei_adult_nSybUNC84GFP_P6_H16,14,NaN,10.239457,0.0,2.4812968,Plate #6 (unc84::GFP),436301,12,0.0,0.0,0.0,Or_DM1,DM1
452,ORN_10day_nuclei_P2_M6,23,DM3,10.127325,0.0,8.218349,Plate #2 (lam::GFP),859075,16,0.0,0.0,10.9037695,Or_VA6_DC3_DM3,VA6_DC3_DM3
453,ORNnuclei_adult_nSybUNC84GFP_P5_G11,15,DM1/VA2,0.0,0.0,0.0,Plate #5 (unc84::GFP),98881,5,0.0,0.0,3.474198,Or_VA2,VA2
454,ORNnuclei_adult_nSybUNC84GFP_P9_I23,3,DC2,12.010503,11.287909,11.010852,Plate #9 (unc84::GFP),98426,11,0.0,0.0,6.6808753,Or_DC2,DC2
455,ORNnuclei_adult_nSybUNC84GFP_P10_H24,11,NaN,13.334695,10.405246,0.0,Plate #10 (unc84::GFP),95934,17,0.0,0.0,0.0,Or_VM3_VA5,VM3_VA5
456,ORN_10day_nuclei_P3_D13,25,NaN,6.735554,12.4117155,9.52204,Plate #3 (lam::GFP),1060984,1,0.0,0.0,2.254015,Or_MARS25,unannotated
457,ORNnuclei_adult_nSybUNC84GFP_P9_I12,11,VM3,11.702774,0.0,9.911923,Plate #9 (unc84::GFP),264975,-1,0.0,0.0,4.7770295,Or_VM3_VA5,VM3_VA5
458,ORNnuclei_adult_nSybUNC84GFP_P3_M21,21,NaN,6.2600813,0.0,6.74012,Plate #3 (unc84::GFP),66100,1,0.0,0.0,0.0,Ir_MARS21,unannotated
459,ORNnuclei_adult_nSybUNC84GFP_P2_I16,9,VM1/VL1,6.9930754,0.0,9.276814,Plate #2 (unc84::GFP) (unc84::GFP),79122,1,0.0,6.0043564,3.7696352,Ir_MARS9,unannotated
460,ORNnuclei_adult_nSybUNC84GFP_P1_J14,13,NaN,9.06789,0.0,8.152023,Plate #1 (unc84::GFP),832603,1,0.0,1.1381936,2.2026238,Ir_DP1m_DC4,DP1m_DC4
461,ORNnuclei_adult_nSybUNC84GFP_P6_H6,5,DA1,0.0,1.1807007,2.8746674,Plate #6 (unc84::GFP),789348,4,0.0,0.0,11.931287,Or_DA1,DA1
462,ORNnuclei_adult_nSybUNC84GFP_P3_P17,14,DM1/VA2,13.121821,11.506375,12.242924,Plate #3 (unc84::GFP),2261585,7,0.0,0.0,1.2181633,Or_DM1,DM1
463,ORN_10day_nuclei_P3_E20,5,DA1,15.496964,8.744226,9.967233,Plate #3 (lam::GFP),2652989,4,0.0,0.0,9.26715,Or_DA1,DA1
464,ORNnuclei_adult_nSybUNC84GFP_P8_J7,4,VA1v,11.2119875,8.28127,12.62504,Plate #8 (unc84::GFP),474029,10,0.0,8.158825,7.407404,Or_VA1v,VA1v
465,ORN_10day_nuclei_P2_M14,22,DA3?,14.450633,8.712682,13.168827,Plate #2 (lam::GFP),468289,-1,0.0,3.9953067,10.563088,Or_MARS22,unannotated
466,ORNnuclei_adult_nSybUNC84GFP_P8_K3,13,"DL2v/d, DP1l, DC4/DP1m",7.4130507,0.0,0.0,Plate #8 (unc84::GFP),584306,1,0.0,0.0,6.545618,Ir_DP1m_DC4,DP1m_DC4
467,ORNnuclei_adult_nSybUNC84GFP_P6_K18,1,DM4,12.125938,7.9789505,8.261722,Plate #6 (unc84::GFP),91527,2,0.0,0.0,11.957816,Or_DM4,DM4
468,ORNnuclei_adult_nSybUNC84GFP_P8_D6,12,"DL2v/d, DP1l, DC4/DP1m",6.907244,10.856782,5.129629,Plate #8 (unc84::GFP),58809,1,0.0,0.0,0.0,Ir_DL2d/v_DP1l_VC3,DL2d/v_DP1l_VC3l
469,ORNnuclei_adult_nSybUNC84GFP_P8_F14,3,NaN,7.7488956,6.1772847,7.3882403,Plate #8 (unc84::GFP),168142,11,0.0,0.0,12.589291,Or_DC2,DC2
470,ORNnuclei_adult_nSybUNC84GFP_P7_G13,4,VA1v,3.4529114,0.0,10.633076,Plate #7 (unc84::GFP),200997,10,0.0,0.0,10.21079,Or_VA1v,VA1v
471,ORNnuclei_adult_nSybUNC84GFP_P3_G5,1,DM4,11.228654,10.169873,4.0988684,Plate #3 (unc84::GFP),371864,2,0.0,2.6731744,13.036041,Or_DM4,DM4
472,ORNnuclei_adult_nSybUNC84GFP_P5_F11,14,DM1/VA2,12.185927,6.1567388,12.359041,Plate #5 (unc84::GFP),127941,-1,0.0,0.0,0.0,Or_DM1,DM1
473,ORNnuclei_adult_nSybUNC84GFP_P5_H13,22,NaN,14.523063,11.862659,9.830842,Plate #5 (unc84::GFP),356159,12,0.0,0.0,0.0,Or_MARS22,unannotated
474,ORNnuclei_adult_nSybUNC84GFP_P9_E17,2,DM2,8.512409,0.0,2.335223,Plate #9 (unc84::GFP),247140,3,0.0,0.0,3.1846895,Or_DM2,DM2
475,ORNnuclei_adult_nSybUNC84GFP_P6_L6,22,NaN,12.917837,9.718291,10.792679,Plate #6 (unc84::GFP),66559,12,0.0,0.0,0.0,Or_MARS22,unannotated
476,ORN_10day_nuclei_P3_H2,14,DM1/VA2,10.793525,0.0,9.44867,Plate #3 (lam::GFP),1424542,7,0.0,0.0,0.0,Or_DM1,DM1
477,ORNnuclei_adult_nSybUNC84GFP_P6_B15,7,DC1,10.768302,6.130011,0.0,Plate #6 (unc84::GFP),347648,15,0.0,0.0,12.375541,Or_DC1,DC1
478,ORNnuclei_adult_nSybUNC84GFP_P10_P13,5,DA1,5.615207,0.0,0.0,Plate #10 (unc84::GFP),124956,4,0.0,0.0,7.011731,Or_DA1,DA1
479,ORN_10day_nuclei_P3_F18,5,DA1,8.596082,0.0,0.0,Plate #3 (lam::GFP),1121846,4,0.0,0.0,0.91944534,Or_DA1,DA1
480,ORN_10day_nuclei_P3_B3,5,DA1,10.082173,0.0,7.9806557,Plate #3 (lam::GFP),1017527,4,0.0,0.0,0.98752093,Or_DA1,DA1
481,ORN_10day_nuclei_P2_L15,19,VM1/VL1,11.570555,0.0,7.159365,Plate #2 (lam::GFP),218387,1,0.0,0.0,0.0,Ir_VL1_VM1,VL1_VM1
482,ORNnuclei_adult_nSybUNC84GFP_P10_N8,2,DM2,8.35988,0.0,0.0,Plate #10 (unc84::GFP),97701,3,0.0,0.0,7.3642654,Or_DM2,DM2
483,ORN_10day_nuclei_P3_J12,20,NaN,7.635309,0.0,0.0,Plate #3 (lam::GFP),520679,1,0.0,0.0,0.0,Ir_MARS20,unannotated
484,ORNnuclei_adult_nSybUNC84GFP_P2_M18,7,DC1,11.00033,9.0090685,10.450038,Plate #2 (unc84::GFP) (unc84::GFP),952884,15,0.0,0.0,12.560718,Or_DC1,DC1
485,ORNnuclei_adult_nSybUNC84GFP_P2_G15,5,DA1,0.0,0.0,0.0,Plate #2 (unc84::GFP) (unc84::GFP),81450,4,0.0,0.0,12.926466,Or_DA1,DA1
486,ORNnuclei_adult_nSybUNC84GFP_P3_J1,24,NaN,9.334109,0.0,9.950004,Plate #3 (unc84::GFP),93106,13,0.0,0.0,0.0,Or_MARS24,unannotated
487,ORNnuclei_adult_nSybUNC84GFP_P10_N20,23,DL3/DA4m,11.612783,2.84858,6.415481,Plate #10 (unc84::GFP),2418220,23,0.0,0.0,0.0,Or_VA6_DC3_DM3,VA6_DC3_DM3
488,ORNnuclei_adult_nSybUNC84GFP_P5_P8,1,DM4,13.682262,10.750868,4.67082,Plate #5 (unc84::GFP),326909,2,0.0,0.0,6.4371405,Or_DM4,DM4
489,ORNnuclei_adult_nSybUNC84GFP_P5_E23,0,V,7.406067,12.167503,5.26561,Plate #5 (unc84::GFP),106756,0,0.0,0.0,5.838017,Gr_V,V
490,ORNnuclei_adult_nSybUNC84GFP_P8_M5,4,VA1v,10.404828,0.0,8.669103,Plate #8 (unc84::GFP),285671,10,0.0,0.0,10.21393,Or_VA1v,VA1v
491,ORN_10day_nuclei_P3_P12,23,NaN,13.5470705,10.715362,14.051623,Plate #3 (lam::GFP),67845,-1,0.0,0.0,0.0,Or_VA6_DC3_DM3,VA6_DC3_DM3
492,ORNnuclei_adult_nSybUNC84GFP_P7_E8,14,DM1/VA2,11.525595,0.0,12.5214815,Plate #7 (unc84::GFP),380028,7,0.0,0.0,9.397963,Or_DM1,DM1
493,ORNnuclei_adult_nSybUNC84GFP_P2_F18,7,DC1,7.1151304,0.0,0.0,Plate #2 (unc84::GFP) (unc84::GFP),159845,20,0.0,0.0,11.676362,Or_DC1,DC1
494,ORNnuclei_adult_nSybUNC84GFP_P2_M6,1,DM4,5.9690895,0.0,0.5081393,Plate #2 (unc84::GFP) (unc84::GFP),2368463,2,0.0,0.5081393,7.8311763,Or_DM4,DM4
495,ORNnuclei_adult_nSybUNC84GFP_P6_F11,26,DL5,13.691741,11.446342,11.20485,Plate #6 (unc84::GFP),244124,14,0.0,0.0,4.425016,Or_DL5,DL5
496,ORNnuclei_adult_nSybUNC84GFP_P9_G12,22,NaN,6.7221227,0.0,15.947323,Plate #9 (unc84::GFP),181688,12,0.0,0.0,0.0,Or_MARS22,unannotated
497,ORNnuclei_adult_nSybUNC84GFP_P8_M22,25,DM4,11.03269,8.206393,14.141747,Plate #8 (unc84::GFP),900219,-1,0.0,0.0,0.0,Or_MARS25,unannotated
498,ORNnuclei_adult_nSybUNC84GFP_P2_B7,4,VA1v,10.625079,9.195993,0.0,Plate #2 (unc84::GFP) (unc84::GFP),78565,10,0.0,0.0,3.7790825,Or_VA1v,VA1v
499,ORN_10day_nuclei_P2_G18,19,VM1/VL1,0.0,0.0,0.0,Plate #2 (lam::GFP),839370,1,0.0,0.0,0.0,Ir_VL1_VM1,VL1_VM1
500,ORNnuclei_adult_nSybUNC84GFP_P5_D8,14,DM1/VA2,8.720389,0.0,0.0,Plate #5 (unc84::GFP),710564,7,0.0,0.0,7.322186,Or_DM1,DM1
501,ORNnuclei_adult_nSybUNC84GFP_P2_B4,23,DL3/DA4m,11.259651,0.0,0.0,Plate #2 (unc84::GFP) (unc84::GFP),53451,23,0.0,0.0,13.126667,Or_VA6_DC3_DM3,VA6_DC3_DM3
502,ORN_10day_nuclei_P3_O22,22,NaN,15.406477,5.239801,14.574355,Plate #3 (lam::GFP),1821318,12,0.0,0.0,0.0,Or_MARS22,unannotated
503,ORNnuclei_adult_nSybUNC84GFP_P5_H3,3,DC2,6.285042,5.303425,2.277695,Plate #5 (unc84::GFP),259806,11,0.0,0.0,12.0041895,Or_DC2,DC2
504,ORNnuclei_adult_nSybUNC84GFP_P8_F12,14,DM1/VA2,8.077102,0.0,2.9188218,Plate #8 (unc84::GFP),152386,7,0.0,0.0,10.703748,Or_DM1,DM1
505,ORNnuclei_adult_nSybUNC84GFP_P5_J3,20,NaN,0.0,0.0,3.8661506,Plate #5 (unc84::GFP),73625,1,0.0,0.0,3.8661506,Ir_MARS20,unannotated
506,ORNnuclei_adult_nSybUNC84GFP_P1_A16,7,DC1,3.2364473,0.0,0.0,Plate #1 (unc84::GFP),1780478,15,0.0,0.0,2.1275942,Or_DC1,DC1
507,ORNnuclei_adult_nSybUNC84GFP_P9_C13,11,VM3,13.525874,11.310452,6.8544984,Plate #9 (unc84::GFP),941420,-1,0.0,0.0,8.610422,Or_VM3_VA5,VM3_VA5
508,ORNnuclei_adult_nSybUNC84GFP_P9_D4,3,DC2,0.0,0.0,0.0,Plate #9 (unc84::GFP),844917,11,0.0,0.0,10.743806,Or_DC2,DC2
509,ORNnuclei_adult_nSybUNC84GFP_P3_E14,7,DC1,9.248138,0.7224555,0.0,Plate #3 (unc84::GFP),3076980,20,0.0,0.4059858,13.140248,Or_DC1,DC1
510,ORNnuclei_adult_nSybUNC84GFP_P6_G9,0,V,8.933046,4.073569,6.2671223,Plate #6 (unc84::GFP),315715,0,0.0,0.0,10.340376,Gr_V,V
511,ORNnuclei_adult_nSybUNC84GFP_P10_F19,7,DC1,10.781235,10.302161,8.269445,Plate #10 (unc84::GFP),542969,11,0.0,0.0,11.345138,Or_DC1,DC1
